,index,Timestamp,Value 1,Moving average (5),Moving average (6),Moving average (8),Moving average (10)
1063,1063,1593199768625.0,8155.0,10962.0,11585.166666666666,11632.625,11577.1
1064,1064,1593199828794.0,14475.0,11968.4,11547.5,11362.75,11400.7
1065,1065,1593199888960.0,7990.0,10928.4,11305.333333333334,11497.0,11552.6
1066,1066,1593199949124.0,16129.0,12333.8,11795.166666666666,11675.5,11502.1
1067,1067,1593200009288.0,6262.0,10602.2,11321.833333333334,11277.875,11436.7
1068,1068,1593200069431.0,16604.0,12292.0,11602.5,11704.625,11627.0
1069,1069,1593200129608.0,6806.0,10758.2,11377.666666666666,11417.625,11363.3
1070,1070,1593200189775.0,13056.0,11771.4,11141.166666666666,11184.625,11349.9
1071,1071,1593200249938.0,11880.0,10921.6,11789.5,11650.25,11627.7
1072,1072,1593200310056.0,13954.0,12460.0,11427.0,11585.125,11531.1
1073,1073,1593200370228.0,6228435.0,1254826.2,1048455.8333333334,789140.75,633559.1
1074,1074,1593200430519.0,18406.0,1257146.2,1048756.1666666667,789425.375,633952.2
1075,1075,1593200490688.0,25349.0,1259604.8,1051846.6666666667,791811.25,635688.1
1076,1076,1593200550863.0,19671.0,1261163.0,1052949.1666666667,792194.625,636042.3
1077,1077,1593200611028.0,7990.0,1259970.2,1052300.8333333333,792342.625,636215.1
1078,1078,1593200671196.0,27840.0,19851.2,1054615.1666666667,794190.625,637338.7
1079,1079,1593200731365.0,13773.0,18924.6,18838.166666666668,794427.25,638035.4
1080,1080,1593200791511.0,34237.0,20702.2,21476.666666666668,796962.625,640153.5
1081,1081,1593200851680.0,19144.0,20596.8,20442.5,20801.25,640879.9
1082,1082,1593200911850.0,27570.0,24512.8,21759.0,21946.75,642241.5
1083,1083,1593200972016.0,18210.0,22586.8,23462.333333333332,21054.375,21219.0
1084,1084,1593201032207.0,15655.0,22963.2,21431.5,20552.375,20943.9
1085,1085,1593201092386.0,6442.0,17404.2,20209.666666666668,20358.875,19053.2
1086,1086,1593201152551.0,17138.0,17003.0,17359.833333333332,19021.125,18799.9
1087,1087,1593201212719.0,11929.0,13874.8,16157.333333333334,18790.625,19193.8
1088,1088,1593201272889.0,20871.0,14407.0,15040.833333333334,17119.875,18496.9
1089,1089,1593201333067.0,10210.0,13318.0,13707.5,16003.125,18140.6
1090,1090,1593201393240.0,14309.0,14891.4,13483.166666666666,14345.5,16147.8
1091,1091,1593201453398.0,7914.0,13046.6,13728.5,13058.5,15024.8
1092,1092,1593201513963.0,14784.0,13617.6,13336.166666666666,12949.625,13746.2
1093,1093,1593201574251.0,13092.0,12061.8,13530.0,13780.875,13234.4
1094,1094,1593201634482.0,15747.0,13169.2,12676.0,13607.0,13243.6
1095,1095,1593201694646.0,8367.0,11980.8,12368.833333333334,13161.75,13436.1
1096,1096,1593201754791.0,15235.0,13445.0,12523.166666666666,12457.25,13245.8
1097,1097,1593201814960.0,7243.0,11936.8,12411.333333333334,12086.375,12777.2
1098,1098,1593201875129.0,17984.0,12915.2,12944.666666666666,12545.75,12488.5
1099,1099,1593201935420.0,12094.0,12184.6,12778.333333333334,13068.25,12676.9
1100,1100,1593201995589.0,18431.0,14197.4,13225.666666666666,13524.125,13089.1
1101,1101,1593202055736.0,8462.0,12842.8,13241.5,12945.375,13143.9
1102,1102,1593202115909.0,16460.0,14686.2,13445.666666666666,13034.5,13311.5
1103,1103,1593202176093.0,11516.0,13392.6,14157.833333333334,13428.125,13153.9
1104,1104,1593202236272.0,16264.0,14226.6,13871.166666666666,13556.75,13205.6
1105,1105,1593202296446.0,10136.0,12567.6,13544.833333333334,13918.375,13382.5
1106,1106,1593202356616.0,22684.0,15412.0,14253.666666666666,14505.875,14127.4
1107,1107,1593202416883.0,8534.0,13826.8,14265.666666666666,14060.875,14256.5
1108,1108,1593202477154.0,14704.0,14464.4,13973.0,13595.0,13928.5
1109,1109,1593202537324.0,7577.0,12727.0,13316.5,13484.375,13476.8
1110,1110,1593202597484.0,17572.0,14214.2,13534.5,13623.375,13390.9
1111,1111,1593202657652.0,13836.0,12444.6,14151.166666666666,13913.375,13928.3
1112,1112,1593202717817.0,16185.0,13974.8,13068.0,13903.5,13900.8
1113,1113,1593202778199.0,10026.0,13039.2,13316.666666666666,13889.75,13751.8
1114,1114,1593202838368.0,15074.0,14538.6,13378.333333333334,12938.5,13632.8
1115,1115,1593202898545.0,8016.0,12627.4,13451.5,12873.75,13420.8
1116,1116,1593202958703.0,15658.0,12991.8,13132.5,12993.0,12718.2
1117,1117,1593203018891.0,9584.0,11671.6,12423.833333333334,13243.875,12823.2
1118,1118,1593203079056.0,13762.0,12418.8,12020.0,12767.625,12729.0
1119,1119,1593203139224.0,7994.0,11002.8,11681.333333333334,12037.375,12770.7
1120,1120,1593203199412.0,15297.0,12459.0,11718.5,11926.375,12543.2
1121,1121,1593203259582.0,6266.0,10580.6,11426.833333333334,11456.375,11786.2
1122,1122,1593203319749.0,17146.0,12093.0,11674.833333333334,11715.375,11882.3
1123,1123,1593203379916.0,6737.0,10688.0,11200.333333333334,11555.5,11553.4
1124,1124,1593203440086.0,21946.0,13478.4,12564.333333333334,12341.5,12240.6
1125,1125,1593203500256.0,8916.0,12202.2,12718.0,12258.0,12330.6
1126,1126,1593203560456.0,22360.0,15421.0,13895.166666666666,13332.75,13000.8
1127,1127,1593203620635.0,7541.0,13500.0,14107.666666666666,13276.125,12796.5
1128,1128,1593203680845.0,15940.0,15340.6,13906.666666666666,13356.5,13014.3
1129,1129,1593203740997.0,8076.0,12566.6,14129.833333333334,13582.75,13022.5
1130,1130,1593203801136.0,13594.0,13502.2,12737.833333333334,13138.75,12852.2
1131,1131,1593203861305.0,9448.0,10919.8,12826.5,13477.625,13170.4
1132,1132,1593203921469.0,13696.0,12150.8,11382.5,12446.375,12825.4
1133,1133,1593203981640.0,6266.0,10216.0,11170.0,12115.125,12778.3
1134,1134,1593204041808.0,27414.0,14083.6,13082.333333333334,12746.875,13325.1
1135,1135,1593204101983.0,6266.0,12618.0,12780.666666666666,12587.5,13060.1
1136,1136,1593204162153.0,15608.0,13850.0,13116.333333333334,12546.0,12384.9
1137,1137,1593204222327.0,8462.0,12803.2,12952.0,12594.25,12477.0
1138,1138,1593204282601.0,27679.0,17085.8,15282.5,14354.875,13650.9
1139,1139,1593204342768.0,11706.0,13944.2,16189.166666666666,14637.125,14013.9
1140,1140,1593204402938.0,30537.0,18798.4,16709.666666666668,16742.25,15708.2
1141,1141,1593204463108.0,21482.0,19973.2,19245.666666666668,18644.25,16911.6
1142,1142,1593204523282.0,23798.0,23040.4,20610.666666666668,18192.25,17921.8
1143,1143,1593204583446.0,14172.0,20339.0,21562.333333333332,19180.5,18712.4
1144,1144,1593204643612.0,14303.0,20858.4,19333.0,19017.375,17401.3
1145,1145,1593204703783.0,6262.0,16003.4,18425.666666666668,18742.375,17400.9
1146,1146,1593204763963.0,19211.0,15549.2,16538.0,17683.875,17761.2
1147,1147,1593204824132.0,6734.0,12136.4,14080.0,17062.375,17588.4
1148,1148,1593204884307.0,14338.0,12169.6,12503.333333333334,15037.5,16254.3
1149,1149,1593204944543.0,8464.0,11001.8,11552.0,13410.25,15930.1
1150,1150,1593205045440.0,16127.0,12974.8,11856.0,12451.375,14489.1
1151,1151,1593205132360.0,21108.0,13354.2,14330.333333333334,13318.375,14451.7
1152,1152,1593205192521.0,8016.0,13610.6,12464.5,12532.5,12873.5
1153,1153,1593205252693.0,13585.0,13460.0,13606.333333333334,13447.875,12814.8
1154,1154,1593205312860.0,9744.0,13716.0,12840.666666666666,12264.5,12358.9
1155,1155,1593205373030.0,13532.0,13197.0,13685.333333333334,13114.25,13085.9
1156,1156,1593205433199.0,6262.0,10227.8,12041.166666666666,12104.75,11791.0
1157,1157,1593205493369.0,20258.0,12676.2,11899.5,13579.0,13143.4
1158,1158,1593205553528.0,6262.0,11211.6,11607.166666666666,12345.875,12335.8
1159,1159,1593205613696.0,14708.0,12204.4,11794.333333333334,11545.875,12960.2
1160,1160,1593205673887.0,8464.0,11190.8,11581.0,11601.875,12193.9
1161,1161,1593205734084.0,14479.0,12834.2,11738.833333333334,11713.625,11531.0
1162,1162,1593205794264.0,6734.0,10129.4,11817.5,11337.375,11402.8
1163,1163,1593205854420.0,16412.0,12159.4,11176.5,11697.375,11685.5
1164,1164,1593205914575.0,8541.0,10926.0,11556.333333333334,11982.25,11565.2
1165,1165,1593205974733.0,13056.0,11844.4,11281.0,11082.0,11517.6
1166,1166,1593206034896.0,11610.0,11270.6,11805.333333333334,11750.5,12052.4
1167,1167,1593206095068.0,13871.0,12698.0,11704.0,11645.875,11413.7
1168,1168,1593206155246.0,7438.0,10903.2,11821.333333333334,11517.625,11531.3
1169,1169,1593206215417.0,17096.0,12614.2,11935.333333333334,11844.75,11770.1
1170,1170,1593206275596.0,13367.0,12676.4,12739.666666666666,12673.875,12260.4
1171,1171,1593206335761.0,14810.0,13316.4,13032.0,12473.625,12293.5
1172,1172,1593206395931.0,8184.0,12179.0,12461.0,12429.0,12438.5
1173,1173,1593206456136.0,18086.0,14308.6,13163.5,13057.75,12605.9
1174,1174,1593206516304.0,8093.0,12508.0,13272.666666666666,12618.125,12561.1
1175,1175,1593206576449.0,18201.0,13474.8,13456.833333333334,13159.375,13075.6
1176,1176,1593206636617.0,7541.0,12021.0,12485.833333333334,13172.25,12668.7
1177,1177,1593206696788.0,13056.0,12995.4,12193.5,12667.25,12587.2
1178,1178,1593206756958.0,10731.0,11524.4,12618.0,12337.75,12916.5
1179,1179,1593206817128.0,14306.0,12767.0,11988.0,12274.75,12637.5
1180,1180,1593206877297.0,8997.0,10926.2,12138.666666666666,12376.375,12200.5
1181,1181,1593206937453.0,17726.0,12963.2,12059.5,12331.375,12492.1
1182,1182,1593206997624.0,6266.0,11605.2,11847.0,12103.0,12300.3
1183,1183,1593207057772.0,15086.0,12476.2,12185.333333333334,11713.625,12000.3
1184,1184,1593207117933.0,7992.0,11213.4,11728.833333333334,11770.0,11990.2
1185,1185,1593207178106.0,16939.0,12801.8,12167.666666666666,12255.375,11864.0
1186,1186,1593207238475.0,6839.0,10624.4,11808.0,11768.875,11793.8
1187,1187,1593207299045.0,15904.0,12552.0,11504.333333333334,11968.625,12078.6
1188,1188,1593207359476.0,5370.0,10608.8,11355.0,11515.25,11542.5
1189,1189,1593207419646.0,16954.0,12401.2,11666.333333333334,11418.75,11807.3
1190,1190,1593207480016.0,50831.0,19179.6,18806.166666666668,16989.375,15990.7
1191,1191,1593207540488.0,14539.0,20719.6,18406.166666666668,16921.0,15672.0
1192,1192,1593207600955.0,15263.0,20591.4,19810.166666666668,17829.875,16571.7
1193,1193,1593207661376.0,20354.0,23588.2,20551.833333333332,18256.75,17098.5
1194,1194,1593207721534.0,6265.0,21450.4,20701.0,18185.0,16925.8
1195,1195,1593207781699.0,17036.0,14691.4,20714.666666666668,18326.5,16935.5
1196,1196,1593207841849.0,9105.0,13604.6,13760.333333333334,18793.375,17162.1
1197,1197,1593207902019.0,29248.0,16401.6,16211.833333333334,20330.125,18496.5
1198,1198,1593207962169.0,19004.0,16131.6,16835.333333333332,16351.75,19859.9
1199,1199,1593208022334.0,30224.0,20923.4,18480.333333333332,18312.375,21186.9
1200,1200,1593208082504.0,26447.0,22805.6,21844.0,19710.375,18748.5
1201,1201,1593208142626.0,21225.0,25229.6,22542.166666666668,19819.25,19417.1
1202,1202,1593208202782.0,10060.0,21392.0,22701.333333333332,20293.625,18896.8
1203,1203,1593208262952.0,19758.0,21542.8,21119.666666666668,20633.875,18837.2
1204,1204,1593208323120.0,9506.0,17399.2,19536.666666666668,20684.0,19161.3
1205,1205,1593208383288.0,15574.0,15224.6,17095.0,18974.75,19015.1
1206,1206,1593208443461.0,15390.0,14057.6,15252.166666666666,18523.0,19643.6
1207,1207,1593208503639.0,13715.0,14788.6,14000.5,16459.375,18090.3
1208,1208,1593208563800.0,7995.0,12436.0,13656.333333333334,14152.875,16989.4
1209,1209,1593208623968.0,15648.0,13664.4,12971.333333333334,13455.75,15531.8
1210,1210,1593208684135.0,6445.0,11838.6,12461.166666666666,13003.875,13531.6
1211,1211,1593208744305.0,16442.0,12049.0,12605.833333333334,12589.375,13053.3
1212,1212,1593208804503.0,7262.0,10758.4,11251.166666666666,12308.875,12773.5
1213,1213,1593208864663.0,15658.0,12291.0,11575.0,12319.375,12363.5
1214,1214,1593208924832.0,9641.0,11089.6,11849.333333333334,11600.75,12377.0
1215,1215,1593208984970.0,13785.0,12557.6,11538.833333333334,11609.5,12198.1
1216,1216,1593209045134.0,8715.0,11012.2,11917.166666666666,11699.5,11530.6
1217,1217,1593209105304.0,16580.0,12875.8,11940.166666666666,11816.0,11817.1
1218,1218,1593209165468.0,7442.0,11232.6,11970.166666666666,11940.625,11761.8
1219,1219,1593209225676.0,13009.0,11906.2,11528.666666666666,11511.5,11497.9
1220,1220,1593209285796.0,8498.0,10848.8,11338.166666666666,11666.0,11703.2
1221,1221,1593209345977.0,16620.0,12429.8,11810.666666666666,11786.25,11721.0
1222,1222,1593209406147.0,6265.0,10366.8,11402.333333333334,11364.25,11621.3
1223,1223,1593209466316.0,16649.0,12208.2,11413.833333333334,11722.25,11720.4
1224,1224,1593209526493.0,6737.0,10953.8,11296.333333333334,11475.0,11430.0
1225,1225,1593209586670.0,14342.0,12122.6,11518.5,11195.25,11485.7
1226,1226,1593209646831.0,8467.0,10492.0,11513.333333333334,11323.375,11460.9
1227,1227,1593209706972.0,14023.0,12043.6,11080.5,11450.125,11205.2
1228,1228,1593209767148.0,8372.0,10388.2,11431.666666666666,11434.375,11298.2
1229,1229,1593209827320.0,15098.0,12060.4,11173.166666666666,11244.125,11507.1
1230,1230,1593209887489.0,15125.0,12217.0,12571.166666666666,12351.625,12169.8
1231,1231,1593209947659.0,16075.0,13738.6,12860.0,12279.875,12115.3
1232,1232,1593210007825.0,10181.0,12970.2,13145.666666666666,12710.375,12506.9
1233,1233,1593210067992.0,16762.0,14648.2,13602.166666666666,13012.875,12518.2
1234,1234,1593210128164.0,9512.0,13531.0,13792.166666666666,13143.5,12795.7
1235,1235,1593210188332.0,15382.0,13582.4,13839.5,13313.375,12899.7
1236,1236,1593210248500.0,6268.0,11621.0,12363.333333333334,13050.375,12679.8
1237,1237,1593210308659.0,14818.0,12548.4,12153.833333333334,13015.375,12759.3
1238,1238,1593210368804.0,8677.0,10931.4,11903.166666666666,12209.375,12789.8
1239,1239,1593210428964.0,14346.0,11898.2,11500.5,11993.25,12714.6
1240,1240,1593210489110.0,6947.0,10211.2,11073.0,11589.0,11896.8
1241,1241,1593210549280.0,15035.0,11964.6,11015.166666666666,11373.125,11792.8
1242,1242,1593210609448.0,8447.0,10690.4,11378.333333333334,11240.0,11619.4
1243,1243,1593210669616.0,13534.0,11661.8,11164.333333333334,11009.0,11296.6
1244,1244,1593210729740.0,10843.0,10961.2,11525.333333333334,11580.875,11429.7
1245,1245,1593210789908.0,16659.0,12903.6,11910.833333333334,11811.0,11557.4
1246,1246,1593210850057.0,6868.0,11270.2,11897.666666666666,11584.875,11617.4
1247,1247,1593210910261.0,18945.0,13369.8,12549.333333333334,12159.75,12030.1
1248,1248,1593210970913.0,9127.0,12488.4,12662.666666666666,12432.25,12075.1
1249,1249,1593211031078.0,16784.0,13676.6,13204.333333333334,12650.875,12318.9
1250,1250,1593211091244.0,9645.0,12273.8,13004.666666666666,12800.625,12588.7
1251,1251,1593211151411.0,14511.0,13802.4,12646.666666666666,12922.75,12536.3
1252,1252,1593211211574.0,10651.0,12143.6,13277.166666666666,12898.75,12756.7
1253,1253,1593211271745.0,15551.0,13428.4,12711.5,12760.25,12958.4
1254,1254,1593211331912.0,8024.0,11676.4,12527.666666666666,12904.75,12676.5
1255,1255,1593211392068.0,13772.0,12501.8,12025.666666666666,12258.125,12387.8
1256,1256,1593211452236.0,16444.0,12888.4,13158.833333333334,13172.75,13345.4
1257,1257,1593211512401.0,24648.0,15687.8,14848.333333333334,14155.75,13915.7
1258,1258,1593211572564.0,18399.0,16257.4,16139.666666666666,15250.0,14842.9
1259,1259,1593211632716.0,30438.0,20740.2,18620.833333333332,17240.875,16208.3
1260,1260,1593211692849.0,21788.0,22343.4,20914.833333333332,18633.0,17422.6
1261,1261,1593211753016.0,22998.0,23654.2,22452.5,19563.875,18271.3
1262,1262,1593211813186.0,9735.0,20671.6,21334.333333333332,19777.75,18179.7
1263,1263,1593211873354.0,14709.0,19933.6,19677.833333333332,19894.875,18095.5
1264,1264,1593211933520.0,7922.0,15430.4,17931.666666666668,18829.625,18085.3
1265,1265,1593211993662.0,16840.0,14440.8,15665.333333333334,17853.625,18392.1
1266,1266,1593212053813.0,7450.0,11331.2,13275.666666666666,16485.0,17492.7
1267,1267,1593212113976.0,14583.0,12300.8,11873.166666666666,14503.125,16486.2
1268,1268,1593212174094.0,8002.0,10959.4,11584.333333333334,12779.875,15446.5
1269,1269,1593212234254.0,16033.0,12581.6,11805.0,11909.25,14006.0
1270,1270,1593212294424.0,6268.0,10467.2,11529.333333333334,11475.875,12454.0
1271,1271,1593212354590.0,22812.0,13539.6,12524.666666666666,12488.75,12435.4
1272,1272,1593212414760.0,6740.0,11971.0,12406.333333333334,12341.0,12135.9
1273,1273,1593212475424.0,16424.0,13655.4,12713.166666666666,12289.0,12307.4
1274,1274,1593212535892.0,8686.0,12186.0,12827.166666666666,12443.5,12383.8
1275,1275,1593212596069.0,13653.0,13663.0,12430.5,12327.25,12065.1
1276,1276,1593212656640.0,8405.0,10781.6,12786.666666666666,12377.625,12160.6
1277,1277,1593212717108.0,16714.0,12776.4,11770.333333333334,12462.75,12373.7
1278,1278,1593212777277.0,7630.0,11017.6,11918.666666666666,12633.0,12336.5
1279,1279,1593212837402.0,14674.0,12215.2,11627.0,11615.75,12200.6
1280,1280,1593212897582.0,8002.0,11085.0,11513.0,11773.5,12374.0
1281,1281,1593212957751.0,17392.0,12882.4,12136.166666666666,11894.5,11832.0
1282,1282,1593213017956.0,6744.0,10888.4,11859.333333333334,11651.75,11832.4
1283,1283,1593213078112.0,16532.0,12668.8,11829.0,12011.625,11843.2
1284,1284,1593213138285.0,6842.0,11102.4,11697.666666666666,11816.25,11658.8
1285,1285,1593213198768.0,13785.0,12259.0,11549.5,11450.125,11672.0
1286,1286,1593213258936.0,9859.0,10752.4,11859.0,11728.75,11817.4
1287,1287,1593213319104.0,14608.0,12325.2,11395.0,11720.5,11606.8
1288,1288,1593213379274.0,7450.0,10508.8,11512.666666666666,11651.5,11588.8
1289,1289,1593213439436.0,16664.0,12473.2,11534.666666666666,11560.5,11787.8
1290,1290,1593213499614.0,13479.0,12412.0,12640.833333333334,12402.375,12335.5
1291,1291,1593213559788.0,15699.0,13580.0,12959.833333333334,12298.25,12166.2
1292,1292,1593213619970.0,8905.0,12439.4,12800.833333333334,12556.125,12382.3
1293,1293,1593213680148.0,17651.0,14479.6,13308.0,13039.375,12494.2
1294,1294,1593213740348.0,6842.0,12515.2,13206.666666666666,12662.25,12494.2
1295,1295,1593213800524.0,15038.0,12827.0,12935.666666666666,12716.0,12619.5
1296,1296,1593213860666.0,10254.0,11738.0,12398.166666666666,13066.5,12659.0
1297,1297,1593213920839.0,14059.0,12768.8,12124.833333333334,12740.875,12604.1
1298,1298,1593213981011.0,9180.0,11074.6,12170.666666666666,12203.5,12777.1
1299,1299,1593214041187.0,16186.0,12943.4,11926.5,12264.375,12729.3
1300,1300,1593214101428.0,6332.0,11202.2,11841.5,11942.75,12014.6
1301,1301,1593214161560.0,16862.0,12523.8,12145.5,11844.125,12130.9
1302,1302,1593214221720.0,6744.0,11060.8,11560.5,11831.875,11914.8
1303,1303,1593214281889.0,15917.0,12408.2,11870.166666666666,11941.75,11741.4
1304,1304,1593214342059.0,11418.0,11454.6,12243.166666666666,12087.25,12199.0
1305,1305,1593214402228.0,14698.0,13127.8,11995.166666666666,12167.125,12165.0
1306,1306,1593214462370.0,9712.0,11697.8,12558.5,12233.625,12110.8
1307,1307,1593214522544.0,14140.0,13177.0,12104.833333333334,11977.875,12118.9
1308,1308,1593214582713.0,7518.0,11497.2,12233.833333333334,12126.125,11952.7
1309,1309,1593214642882.0,17452.0,12704.0,12489.666666666666,12199.875,12079.3
1310,1310,1593214703060.0,7804.0,11325.2,11887.333333333334,12332.375,12226.5
1311,1311,1593214763228.0,24275.0,14237.8,13483.5,13377.125,12967.8
1312,1312,1593214823400.0,10515.0,13512.8,13617.333333333334,13264.25,13344.9
1313,1313,1593214883532.0,16912.0,15391.6,14079.333333333334,13541.0,13444.4
1314,1314,1593214943700.0,10708.0,14042.8,14611.0,13665.5,13373.4
1315,1315,1593215003859.0,17361.0,15954.2,14595.833333333334,14068.125,13639.7
1316,1316,1593215064028.0,17627.0,14624.6,16233.0,15331.75,14431.2
1317,1317,1593215124184.0,23324.0,17186.4,16074.5,16065.75,15349.6
1318,1318,1593215184330.0,30382.0,19880.4,19385.666666666668,18888.0,17636.0
1319,1319,1593215244496.0,21669.0,22072.6,20178.5,18562.25,18057.7
1320,1320,1593215304648.0,20969.0,22794.2,21888.666666666668,19869.0,19374.2
1321,1321,1593215364818.0,21835.0,23635.8,22634.333333333332,20484.375,19130.2
1322,1322,1593215424938.0,6949.0,20360.8,20854.666666666668,20014.5,18773.6
1323,1323,1593215485104.0,14490.0,17182.4,19382.333333333332,19655.625,18531.4
1324,1324,1593215545270.0,24311.0,17710.8,18370.5,20491.125,19891.7
1325,1325,1593215605429.0,13571.0,16231.2,17020.833333333332,19272.0,19512.7
1326,1326,1593215665599.0,10513.0,13966.8,15278.166666666666,16788.375,18801.3
1327,1327,1593215725768.0,15847.0,15746.4,14280.166666666666,16060.625,18053.6
1328,1328,1593215785904.0,8163.0,14481.0,14482.5,14459.875,15831.7
1329,1329,1593215846060.0,13604.0,12339.6,14334.833333333334,13431.0,15025.2
1330,1330,1593215906225.0,6268.0,10879.0,11327.666666666666,13345.875,13555.1
1331,1331,1593215966385.0,16614.0,12099.2,11834.833333333334,13611.375,13033.0
1332,1332,1593216026552.0,12432.0,11416.2,12154.666666666666,12126.5,13581.3
1333,1333,1593216086707.0,17332.0,13250.0,12402.166666666666,12596.625,13865.5
1334,1334,1593216147070.0,7725.0,12074.2,12329.166666666666,12248.125,12206.9
1335,1335,1593216207235.0,14244.0,13669.4,12435.833333333334,12047.75,12274.2
1336,1336,1593216267404.0,10211.0,12388.8,13093.0,12303.75,12244.0
1337,1337,1593216327576.0,13427.0,12587.8,12561.833333333334,12281.625,12002.0
1338,1338,1593216387728.0,10099.0,11141.2,12173.0,12760.5,12195.6
1339,1339,1593216447896.0,15262.0,12648.6,11828.0,12591.5,12361.4
1340,1340,1593216508064.0,8676.0,11535.0,11986.5,12122.0,12602.2
1341,1341,1593216568232.0,14521.0,12397.0,12032.666666666666,11770.625,12392.9
1342,1342,1593216628397.0,7996.0,11310.8,11663.5,11804.5,11949.3
1343,1343,1593216688549.0,15933.0,12477.6,12081.166666666666,12015.625,11809.4
1344,1344,1593216748694.0,6268.0,10678.8,11442.666666666666,11522.75,11663.7
1345,1345,1593216808864.0,17952.0,12534.0,11891.0,12088.375,12034.5
1346,1346,1593216869000.0,6922.0,11014.2,11598.666666666666,11691.25,11705.6
1347,1347,1593216929168.0,12470.0,11909.0,11256.833333333334,11342.25,11609.9
1348,1348,1593216989323.0,9893.0,10701.0,11573.0,11494.375,11589.3
1349,1349,1593217049490.0,22299.0,13907.2,12634.0,12466.625,12293.0
1350,1350,1593217109659.0,7923.0,11901.4,12909.833333333334,12457.5,12217.7
1351,1351,1593217169828.0,15650.0,13647.0,12526.166666666666,12422.125,12330.6
1352,1352,1593217229996.0,7761.0,12705.2,12666.0,12608.75,12307.1
1353,1353,1593217290164.0,14718.0,13670.2,13040.666666666666,12204.5,12185.6
1354,1354,1593217350339.0,7996.0,10809.6,12724.5,12338.75,12358.4
1355,1355,1593217410526.0,16002.0,12425.4,11675.0,12780.25,12163.4
1356,1356,1593217470701.0,6800.0,10655.4,11487.833333333334,12393.625,12151.2
1357,1357,1593217530910.0,19108.0,12924.8,12064.166666666666,11994.75,12815.0
1358,1358,1593217591081.0,7725.0,11526.2,12058.166666666666,11970.0,12598.2
1359,1359,1593217651249.0,14045.0,12736.0,11946.0,11769.375,11772.8
1360,1360,1593217711418.0,9979.0,11531.4,12276.5,12046.625,11978.4
1361,1361,1593217771586.0,15029.0,13177.2,12114.333333333334,12085.5,11916.3
1362,1362,1593217831756.0,6170.0,10589.6,12009.333333333334,11857.25,11757.2
1363,1363,1593217891925.0,19324.0,12909.4,12045.333333333334,12272.5,12217.8
1364,1364,1593217952114.0,6514.0,11403.2,11843.5,12236.75,12069.6
1365,1365,1593218012284.0,23997.0,14206.8,13502.166666666666,12847.875,12869.1
1366,1366,1593218072453.0,8472.0,12895.4,13251.0,12941.25,13036.3
1367,1367,1593218132565.0,14713.0,14604.0,13198.333333333334,13024.75,12596.8
1368,1368,1593218192702.0,8024.0,12344.0,13507.333333333334,12780.375,12626.7
1369,1369,1593218252872.0,15265.0,14094.2,12830.833333333334,12809.875,12748.7
1370,1370,1593218313040.0,7922.0,10879.2,13065.5,13028.875,12543.0
1371,1371,1593218373222.0,13798.0,11944.4,11365.666666666666,12338.125,12419.9
1372,1372,1593218433392.0,7898.0,10581.4,11270.0,12511.125,12592.7
1373,1373,1593218493672.0,15975.0,12171.6,11480.333333333334,11508.375,12257.8
1374,1374,1593218553835.0,6272.0,10373.0,11188.333333333334,11233.375,12233.6
1375,1375,1593218614005.0,16506.0,12089.8,11395.166666666666,11457.5,11484.5
1376,1376,1593218674172.0,14847.0,12299.6,12549.333333333334,12310.375,12122.0
1377,1377,1593218734325.0,21959.0,15111.8,13909.5,13147.125,12846.6
1378,1378,1593218794492.0,33834.0,18683.6,18232.166666666668,16386.125,15427.6
1379,1379,1593218854630.0,18006.0,21030.4,18570.666666666668,16912.125,15701.7
1380,1380,1593218914775.0,28636.0,23456.4,22298.0,19504.375,17773.1
1381,1381,1593218974952.0,18436.0,24174.2,22619.666666666668,19812.0,18236.9
1382,1382,1593219035120.0,6377.0,21057.8,21208.0,19825.125,18084.8
1383,1383,1593219095244.0,17975.0,17886.0,20544.0,20008.75,18284.8
1384,1384,1593219155418.0,8403.0,15965.4,16305.5,19203.25,18497.9
1385,1385,1593219215588.0,15125.0,13263.2,15825.333333333334,18349.0,18359.8
1386,1386,1593219275750.0,6744.0,10924.8,12176.666666666666,14962.75,17549.5
1387,1387,1593219335915.0,5364.0,10722.2,9998.0,13382.5,15890.0
1388,1388,1593219396397.0,19137.0,10954.6,12124.666666666666,12195.125,14420.3
1389,1389,1593219456567.0,13260.0,11926.0,11338.833333333334,11548.125,13945.7
1390,1390,1593219516739.0,9650.0,10831.0,11546.666666666666,11957.25,12047.1
1391,1391,1593219576931.0,14061.0,12294.4,11369.333333333334,11468.0,11609.6
1392,1392,1593219637101.0,7153.0,12652.2,11437.5,11311.75,11687.2
1393,1393,1593219697280.0,20808.0,12986.4,14011.5,12022.125,11970.5
1394,1394,1593219757430.0,7201.0,11774.6,12022.166666666666,12079.25,11850.3
1395,1395,1593219817588.0,16647.0,13174.0,12586.666666666666,13489.625,12002.5
1396,1396,1593219877756.0,9974.0,12356.6,12640.666666666666,12344.25,12325.5
1397,1397,1593219937924.0,16661.0,14258.2,13074.0,12769.375,13455.2
1398,1398,1593219998093.0,9537.0,12004.0,13471.333333333334,12755.25,12495.2
1399,1399,1593220058263.0,48718.0,20307.4,18123.0,17087.375,16041.0
1400,1400,1593220118430.0,10506.0,19079.2,18673.833333333332,17506.5,16126.6
1401,1401,1593220178596.0,15262.0,20136.8,18443.0,16813.25,16246.7
