,index,Timestamp,Value 1,Moving average (5),Moving average (6),Moving average (8),Moving average (10)
3240,3240,1593331862681.0,0.0,0.0,0.0,0.0,0.0
3241,3241,1593331922861.0,0.0,0.0,0.0,0.0,0.0
3242,3242,1593331983014.0,0.0,0.0,0.0,0.0,0.0
3243,3243,1593332043179.0,0.0,0.0,0.0,0.0,0.0
3244,3244,1593332103350.0,0.0,0.0,0.0,0.0,0.0
3245,3245,1593332163522.0,0.0,0.0,0.0,0.0,0.0
3246,3246,1593332223684.0,0.0,0.0,0.0,0.0,0.0
3247,3247,1593332283855.0,0.0,0.0,0.0,0.0,0.0
3248,3248,1593332344023.0,0.0,0.0,0.0,0.0,0.0
3249,3249,1593332404146.0,0.0,0.0,0.0,0.0,0.0
3250,3250,1593332464313.0,0.0,0.0,0.0,0.0,0.0
3251,3251,1593332524480.0,0.0,0.0,0.0,0.0,0.0
3252,3252,1593332584626.0,0.0,0.0,0.0,0.0,0.0
3253,3253,1593332644752.0,0.0,0.0,0.0,0.0,0.0
3254,3254,1593332704900.0,0.0,0.0,0.0,0.0,0.0
3255,3255,1593332765068.0,0.0,0.0,0.0,0.0,0.0
3256,3256,1593332825222.0,0.0,0.0,0.0,0.0,0.0
3257,3257,1593332885392.0,0.0,0.0,0.0,0.0,0.0
3258,3258,1593332945561.0,0.0,0.0,0.0,0.0,0.0
3259,3259,1593333005728.0,0.0,0.0,0.0,0.0,0.0
3260,3260,1593333065893.0,0.0,0.0,0.0,0.0,0.0
3261,3261,1593333126058.0,0.0,0.0,0.0,0.0,0.0
3262,3262,1593333186229.0,0.0,0.0,0.0,0.0,0.0
3263,3263,1593333246403.0,0.0,0.0,0.0,0.0,0.0
3264,3264,1593333306576.0,0.0,0.0,0.0,0.0,0.0
3265,3265,1593333366744.0,5496.0,1099.2,916.0,687.0,549.6
3266,3266,1593333426903.0,6516.0,2402.4,2002.0,1501.5,1201.2
3267,3267,1593333487072.0,5148.0,3432.0,2860.0,2145.0,1716.0
3268,3268,1593333547543.0,7687.0,4969.4,4141.166666666667,3105.875,2484.7
3269,3269,1593333607721.0,15742.0,8117.8,6764.833333333333,5073.625,4058.9
3270,3270,1593333667920.0,10149.0,9048.4,8456.333333333334,6342.25,5073.8
3271,3271,1593333728089.0,13293.0,10403.8,9755.833333333334,8003.875,6403.1
3272,3272,1593333788664.0,9148.0,11203.8,10194.5,9147.375,7317.9
3273,3273,1593333848812.0,17611.0,13188.6,12271.666666666666,10661.75,9079.0
3274,3274,1593333909674.0,19172.0,13874.6,14185.833333333334,12243.75,10996.2
3275,3275,1593333969840.0,22991.0,16443.0,15394.0,14474.125,12745.7
3276,3276,1593334030008.0,22111.0,18206.6,17387.666666666668,16277.125,14305.2
3277,3277,1593334090202.0,33359.0,23048.8,20732.0,18479.25,17126.3
3278,3278,1593334150377.0,12864.0,22099.4,21351.333333333332,18818.625,17644.0
3279,3279,1593334210571.0,17610.0,21787.0,21351.166666666668,19358.25,17830.8
3280,3280,1593334270741.0,6352.0,18459.2,19214.5,19008.75,17451.1
3281,3281,1593334330893.0,14674.0,16971.8,17828.333333333332,18641.625,17589.2
3282,3282,1593334391071.0,10043.0,12308.6,15817.0,17500.5,17678.7
3283,3283,1593334451255.0,13871.0,12510.0,12569.0,16360.5,17304.7
3284,3284,1593334511424.0,7430.0,10474.0,11663.333333333334,14525.375,16130.5
3285,3285,1593334571593.0,15360.0,12275.6,11288.333333333334,12275.5,15367.4
3286,3286,1593334631756.0,6502.0,10641.2,11313.333333333334,11480.25,13806.5
3287,3287,1593334691924.0,27042.0,14041.0,13374.666666666666,12659.25,13174.8
3288,3288,1593334752067.0,10175.0,13301.8,13396.666666666666,13137.125,12905.9
3289,3289,1593334812237.0,13123.0,14440.4,13272.0,12943.25,12457.2
3290,3290,1593334872492.0,8215.0,13011.4,13402.833333333334,12714.75,12643.5
3291,3291,1593334932664.0,14851.0,14681.2,13318.0,12837.25,12661.2
3292,3292,1593334992776.0,10075.0,11287.8,13913.5,13167.875,12664.4
3293,3293,1593335052930.0,13790.0,12010.8,11704.833333333334,12971.625,12656.3
3294,3294,1593335113100.0,9009.0,11188.0,11510.5,13285.0,12814.2
3295,3295,1593335173249.0,16171.0,12779.2,12018.5,11926.125,12895.3
3296,3296,1593335233428.0,18516.0,13512.2,13735.333333333334,12968.75,14096.7
3297,3297,1593335293624.0,6241.0,12745.4,12300.333333333334,12108.5,12016.6
3298,3298,1593335354296.0,17779.0,13543.2,13584.333333333334,13304.0,12777.0
3299,3299,1593335414472.0,3529.0,12447.2,11874.166666666666,11888.75,11817.6
3300,3300,1593335474638.0,22760.0,13765.0,14166.0,13474.375,13272.1
3301,3301,1593335534817.0,6633.0,11388.4,12576.333333333334,12579.75,12450.3
3302,3302,1593335594988.0,3627.0,10865.6,10094.833333333334,11907.0,11805.5
3303,3303,1593335655140.0,19102.0,11130.2,12238.333333333334,12273.375,12336.7
3304,3304,1593335715293.0,3807.0,11185.8,9909.666666666666,10434.75,11816.5
3305,3305,1593335775466.0,18661.0,10366.0,12431.666666666666,11987.25,12065.5
3306,3306,1593335835582.0,10156.0,11070.6,10331.0,11034.375,11229.5
3307,3307,1593335895746.0,16736.0,13692.4,12014.833333333334,12685.25,12279.0
3308,3308,1593335955912.0,19502.0,13772.4,14660.666666666666,12278.0,12451.3
3309,3309,1593336016080.0,5643.0,14139.6,12417.5,12154.25,12662.7
3310,3310,1593336076240.0,19107.0,14228.8,14967.5,14089.25,12297.4
3311,3311,1593336136405.0,4103.0,13018.2,12541.166666666666,12214.375,12044.4
3312,3312,1593336196572.0,19215.0,13514.0,14051.0,14140.375,13603.2
3313,3313,1593336256736.0,6735.0,10960.6,12384.166666666666,12649.625,12366.5
3314,3314,1593336316904.0,3627.0,10557.4,9738.333333333334,11833.5,12348.5
3315,3315,1593336377076.0,19082.0,10552.4,11978.166666666666,12126.75,12390.6
3316,3316,1593336437246.0,4201.0,10572.0,9493.833333333334,10214.125,11795.1
3317,3317,1593336497416.0,17209.0,10170.8,11678.166666666666,11659.875,11842.4
3318,3318,1593336557570.0,5970.0,10017.8,9470.666666666666,10017.75,10489.2
3319,3319,1593336617740.0,14037.0,12099.8,10687.666666666666,11259.5,11328.6
3320,3320,1593336677908.0,18016.0,11886.6,13085.833333333334,11109.625,11219.5
3321,3321,1593336738076.0,5259.0,12098.2,10782.0,10925.125,11335.1
3322,3322,1593336798245.0,18825.0,12421.4,13219.333333333334,12824.875,11296.1
3323,3323,1593336858413.0,4628.0,12153.0,11122.5,11018.125,11085.4
3324,3324,1593336918580.0,8403.0,11026.2,11528.0,11543.375,11563.0
3325,3325,1593336978697.0,18551.0,11133.2,12280.333333333334,11711.125,11509.9
3326,3326,1593337038856.0,3903.0,10862.0,9928.166666666666,11452.75,11480.1
3327,3327,1593337099005.0,19273.0,10951.6,12263.833333333334,12107.25,11686.5
3328,3328,1593337159151.0,4201.0,10866.2,9826.5,10380.375,11509.6
3329,3329,1593337219319.0,12991.0,11783.8,11220.333333333334,11346.875,11405.0
3330,3330,1593337279504.0,14054.0,10884.4,12162.166666666666,10750.5,11008.8
3331,3331,1593337339630.0,11303.0,12364.4,10954.166666666666,11584.875,11613.2
3332,3332,1593337399797.0,17434.0,11996.6,13209.333333333334,12713.75,11474.1
3333,3333,1593337459954.0,11045.0,13365.4,11838.0,11775.5,12115.8
3334,3334,1593337520116.0,17057.0,14178.6,13980.666666666666,13419.75,12981.2
3335,3335,1593337580361.0,32130.0,17793.8,17170.5,15026.875,14339.1
3336,3336,1593337640558.0,13994.0,18332.0,17160.5,16251.0,15348.2
3337,3337,1593337700770.0,40829.0,23011.0,22081.5,19730.75,17503.8
3338,3338,1593337760905.0,9124.0,22626.8,20696.5,19114.5,17996.1
3339,3339,1593337821074.0,16249.0,22465.2,21563.833333333332,19732.75,18321.9
3340,3340,1593337881245.0,8218.0,17682.8,20090.666666666668,18580.75,17738.3
3341,3341,1593337941419.0,14506.0,17785.2,17153.333333333332,19013.375,18058.6
3342,3342,1593338001568.0,11301.0,11879.6,16704.5,18293.875,17445.3
3343,3343,1593338061735.0,13532.0,12761.2,12155.0,15969.125,17694.0
3344,3344,1593338121907.0,6262.0,10763.8,11678.0,15002.625,16614.5
3345,3345,1593338182076.0,16438.0,12407.8,11709.5,11953.75,15045.3
3346,3346,1593338242345.0,7486.0,11003.8,11587.5,11749.0,14394.5
3347,3347,1593338302512.0,16171.0,11977.8,11865.0,11739.25,11928.7
3348,3348,1593338362682.0,8989.0,11069.2,11479.666666666666,11835.625,11915.2
3349,3349,1593338422844.0,12994.0,12415.6,11390.0,11646.625,11589.7
3350,3350,1593338482995.0,7910.0,10710.0,11664.666666666666,11222.75,11558.9
3351,3351,1593338543164.0,14790.0,12170.8,11390.0,11380.0,11587.3
3352,3352,1593338603332.0,7910.0,10518.6,11460.666666666666,11586.0,11248.2
3353,3353,1593338663495.0,15562.0,11833.2,11359.166666666666,11476.5,11451.2
3354,3354,1593338723665.0,9654.0,11165.2,11470.0,11747.5,11790.4
3355,3355,1593338783832.0,13532.0,12289.6,11559.666666666666,11417.625,11499.8
3356,3356,1593338844000.0,6262.0,10584.0,11285.0,11076.75,11377.4
3357,3357,1593338904170.0,16438.0,12289.6,11559.666666666666,11507.25,11404.1
3358,3358,1593338964340.0,6977.0,10572.6,11404.166666666666,11390.625,11202.9
3359,3359,1593339024508.0,17327.0,12107.2,11698.333333333334,11707.75,11636.2
3360,3360,1593339084691.0,6749.0,10750.6,11214.166666666666,11562.625,11520.1
3361,3361,1593339144861.0,14200.0,12338.2,11325.5,11392.375,11461.1
3362,3362,1593339205012.0,7910.0,10632.6,11600.166666666666,11174.375,11461.1
3363,3363,1593339265180.0,17813.0,12799.8,11829.333333333334,11709.5,11686.2
3364,3364,1593339325348.0,7438.0,10822.0,11906.166666666666,11856.5,11464.6
3365,3365,1593339385517.0,13532.0,12178.6,11273.666666666666,11493.25,11464.6
3366,3366,1593339446092.0,8235.0,10985.6,11521.333333333334,11650.5,11661.9
3367,3367,1593339506261.0,22465.0,13896.6,12898.833333333334,12292.75,12264.6
3368,3368,1593339566430.0,6734.0,11680.8,12702.833333333334,12290.875,12240.3
3369,3369,1593339626601.0,18359.0,13865.0,12793.833333333334,12810.75,12343.5
3370,3370,1593339686768.0,7159.0,12590.4,12747.333333333334,12716.875,12384.5
3371,3371,1593339746926.0,13126.0,13568.6,12679.666666666666,12131.0,12277.1
3372,3372,1593339807096.0,10848.0,11245.2,13115.166666666666,12557.25,12570.9
3373,3373,1593339867264.0,15015.0,12901.4,11873.5,12742.625,12291.1
3374,3374,1593339927436.0,7540.0,10737.6,12007.833333333334,12655.75,12301.3
3375,3375,1593339987547.0,17766.0,12859.0,11909.0,12068.375,12724.7
3376,3376,1593340047709.0,6264.0,11486.6,11759.833333333334,12009.625,12527.6
3377,3377,1593340107862.0,16100.0,12537.0,12255.5,11727.25,11891.1
3378,3378,1593340168032.0,8184.0,11170.8,11811.5,11855.375,12036.1
3379,3379,1593340228208.0,16801.0,13023.0,12109.166666666666,12314.75,11880.3
3380,3380,1593340288377.0,6836.0,10837.0,11991.833333333334,11813.25,11848.0
3381,3381,1593340348546.0,17095.0,13003.2,11880.0,12073.25,12244.9
3382,3382,1593340408710.0,7079.0,11199.0,12015.833333333334,12015.625,11868.0
3383,3383,1593340468828.0,13267.0,12215.6,11543.666666666666,11453.25,11693.2
3384,3384,1593340528996.0,10165.0,10888.4,11873.833333333334,11940.875,11955.7
3385,3385,1593340589164.0,14068.0,12334.8,11418.333333333334,11686.875,11585.9
3386,3386,1593340649343.0,8186.0,10553.0,11643.333333333334,11687.125,11778.1
3387,3387,1593340709513.0,15610.0,12259.2,11395.833333333334,11538.25,11729.1
3388,3388,1593340769645.0,7438.0,11093.4,11455.666666666666,11613.5,11654.5
3389,3389,1593340829812.0,13532.0,11766.8,11499.833333333334,11168.125,11327.6
3390,3390,1593340889980.0,9654.0,10884.0,11414.666666666666,11490.0,11609.4
3391,3391,1593340950175.0,17442.0,12735.2,11977.0,12011.875,11644.1
3392,3392,1593341010360.0,4000.0,10413.2,11279.333333333334,11241.25,11336.2
3393,3393,1593341070555.0,29774.0,14880.4,13640.0,13204.5,12986.9
3394,3394,1593341130759.0,19985.0,16171.0,15731.166666666666,14679.375,13968.9
3395,3395,1593341190919.0,19218.0,18083.8,16678.833333333332,15130.375,14483.9
3396,3396,1593341251088.0,30023.0,20600.0,20073.666666666668,17953.5,16667.6
3397,3397,1593341311244.0,21647.0,24129.4,20774.5,18967.875,17271.3
3398,3398,1593341371412.0,22625.0,22699.6,23878.666666666668,20589.25,18790.0
3399,3399,1593341431578.0,7604.0,20223.4,20183.666666666668,19359.5,18197.2
3400,3400,1593341491744.0,3630.0,17105.8,17457.833333333332,19313.25,17594.8
3401,3401,1593341551897.0,17847.0,14670.6,17229.333333333332,17822.375,17635.3
3402,3402,1593341612052.0,6075.0,11556.2,13238.0,16083.625,17842.8
3403,3403,1593341672220.0,18212.0,10673.6,12665.5,15957.875,16686.6
3404,3404,1593341732488.0,4000.0,9952.8,9561.333333333334,12705.0,15088.1
3405,3405,1593341792704.0,15293.0,12285.4,10842.833333333334,11910.75,14695.6
3406,3406,1593341852872.0,12621.0,11240.2,12341.333333333334,10660.25,12955.4
3407,3407,1593341913040.0,10983.0,12221.8,11197.333333333334,11082.625,11889.0
3408,3408,1593341973197.0,19872.0,12553.8,13496.833333333334,13112.875,11613.7
3409,3409,1593342033339.0,5252.0,12804.2,11336.833333333334,11538.5,11378.5
3410,3410,1593342093555.0,6264.0,10998.4,11714.166666666666,11562.125,11641.9
3411,3411,1593342153730.0,19653.0,12404.8,12440.833333333334,11742.25,11822.5
3412,3412,1593342213896.0,5083.0,11224.8,11184.5,11877.625,11723.3
3413,3413,1593342274064.0,19442.0,11138.8,12594.333333333334,12396.25,11846.3
3414,3414,1593342334231.0,6177.0,11323.8,10311.833333333334,11590.75,12064.0
3415,3415,1593342394387.0,14134.0,12897.8,11792.166666666666,11984.625,11948.1
3416,3416,1593342454547.0,7910.0,10549.2,12066.5,10489.375,11477.0
3417,3417,1593342514720.0,15097.0,12552.0,11307.166666666666,11720.0,11888.4
3418,3418,1593342574844.0,17372.0,12138.0,13355.333333333334,13108.5,11638.4
3419,3419,1593342635008.0,4529.0,11808.4,10869.833333333334,11218.0,11566.1
3420,3420,1593342695178.0,9501.0,10881.8,11423.833333333334,11770.25,11889.8
3421,3421,1593342755344.0,15782.0,12456.2,11698.5,11312.75,11502.7
3422,3422,1593342815512.0,6262.0,10689.2,11423.833333333334,11323.375,11620.6
3423,3423,1593342875680.0,19134.0,11041.6,12096.666666666666,11948.375,11589.8
3424,3424,1593342935848.0,4204.0,10976.6,9902.0,11485.125,11392.5
3425,3425,1593342995976.0,13369.0,11750.2,11375.333333333334,11269.125,11316.0
3426,3426,1593343056144.0,20446.0,12683.0,13199.5,11653.375,12569.6
3427,3427,1593343116624.0,16102.0,14651.0,13252.833333333334,13100.0,12670.1
3428,3428,1593343176767.0,8891.0,12602.4,13691.0,13023.75,11822.0
3429,3429,1593343236908.0,16287.0,15019.0,13216.5,13086.875,12997.8
3430,3430,1593343297083.0,6444.0,13634.0,13589.833333333334,13109.625,12692.1
3431,3431,1593343357204.0,14642.0,12473.2,13802.0,12548.125,12578.1
3432,3432,1593343417372.0,8517.0,10956.2,11813.833333333334,13087.25,12803.6
3433,3433,1593343477550.0,15650.0,12308.0,11738.5,13372.375,12455.2
3434,3434,1593343537713.0,6734.0,10397.4,11379.0,11658.375,12708.2
3435,3435,1593343597883.0,18026.0,12713.8,11668.833333333334,11898.875,13173.9
3436,3436,1593343658046.0,4204.0,10626.2,11295.5,11313.0,11549.7
3437,3437,1593343718168.0,13381.0,11599.0,11085.333333333334,10949.75,11277.6
3438,3438,1593343778336.0,9985.0,10466.0,11330.0,11392.375,11387.0
3439,3439,1593343839016.0,14642.0,12047.6,11162.0,11392.375,11222.5
3440,3440,1593343899188.0,8584.0,10159.2,11470.333333333334,11400.75,11436.5
3441,3441,1593343959351.0,14575.0,12233.4,10895.166666666666,11266.375,11429.8
3442,3442,1593344019528.0,6262.0,10809.6,11238.166666666666,11207.375,11204.3
3443,3443,1593344079698.0,14708.0,11754.2,11459.333333333334,10792.625,11110.1
3444,3444,1593344139868.0,9958.0,10817.4,11454.833333333334,11511.875,11432.5
3445,3445,1593344200036.0,15650.0,12230.6,11622.833333333334,11795.5,11194.9
3446,3446,1593344260208.0,7217.0,10759.0,11395.0,11449.5,11496.2
3447,3447,1593344320353.0,16533.0,12813.2,11721.333333333334,11685.875,11811.4
3448,3448,1593344380532.0,7817.0,11435.0,11980.5,11590.0,11594.6
3449,3449,1593344440700.0,13369.0,12117.2,11757.333333333334,11439.25,11467.3
3450,3450,1593344500863.0,9985.0,10984.2,11761.833333333334,11904.625,11607.4
3451,3451,1593344561032.0,14345.0,12409.8,11544.333333333334,11859.25,11584.4
3452,3452,1593344621200.0,7910.0,10685.2,11659.833333333334,11603.25,11749.2
3453,3453,1593344681368.0,24838.0,14089.4,13044.0,12751.75,12762.2
3454,3454,1593344741528.0,16106.0,14636.8,14425.5,13862.875,13377.0
3455,3455,1593344801682.0,31886.0,19017.0,17511.666666666668,15782.0,15000.6
3456,3456,1593344861811.0,15927.0,19333.4,18502.0,16795.75,15871.6
3457,3457,1593344921980.0,33433.0,24438.0,21683.333333333332,19303.75,17561.6
3458,3458,1593344982144.0,9702.0,21410.8,21982.0,19268.375,17750.1
3459,3459,1593345042312.0,16357.0,21461.0,20568.5,19519.875,18048.9
3460,3460,1593345102476.0,6941.0,16472.0,19041.0,19398.75,17744.5
3461,3461,1593345162643.0,13576.0,16001.8,15989.333333333334,17991.0,17667.6
3462,3462,1593345222789.0,9883.0,11291.8,14982.0,17213.125,17864.9
3463,3463,1593345282956.0,13126.0,11976.6,11597.5,14868.125,16693.7
3464,3464,1593345343150.0,7910.0,10287.2,11298.833333333334,13866.0,15874.1
3465,3465,1593345403316.0,15358.0,11970.6,11132.333333333334,11606.625,14221.3
3466,3466,1593345463484.0,7910.0,10837.4,11293.833333333334,11382.625,13419.6
3467,3467,1593345523620.0,13532.0,11567.2,11286.5,11029.5,11429.5
3468,3468,1593345583789.0,8619.0,10665.8,11075.833333333334,11239.25,11321.2
3469,3469,1593345643946.0,15798.0,12243.4,11521.166666666666,11517.0,11265.3
3470,3470,1593345704111.0,7243.0,10620.4,11410.0,11187.0,11295.5
3471,3471,1593345764280.0,16438.0,12326.0,11590.0,11601.0,11581.7
3472,3472,1593345824482.0,6734.0,10966.4,11394.0,11454.0,11266.8
3473,3473,1593345884646.0,16585.0,12559.6,11902.833333333334,11607.375,11612.7
3474,3474,1593345944816.0,7081.0,10816.2,11646.5,11503.75,11529.8
3475,3475,1593346004974.0,13897.0,12147.0,11329.666666666666,11549.375,11383.7
3476,3476,1593346065156.0,8012.0,10461.8,11457.833333333334,11473.5,11393.9
3477,3477,1593346125313.0,18265.0,12768.0,11762.333333333334,11781.875,11867.2
3478,3478,1593346185480.0,8898.0,11230.6,12123.0,11988.75,11895.1
3479,3479,1593346245948.0,13601.0,12534.6,11625.666666666666,11634.125,11675.4
3480,3480,1593346306515.0,8712.0,11497.6,11897.5,11881.375,11822.3
3481,3481,1593346366685.0,18689.0,13633.0,12696.166666666666,12144.375,12047.4
3482,3482,1593346426856.0,5731.0,11126.2,12316.0,11975.625,11947.1
3483,3483,1593346487025.0,13131.0,11972.8,11460.333333333334,11879.875,11601.7
3484,3484,1593346547186.0,17649.0,12782.4,12918.833333333334,13084.5,12658.5
3485,3485,1593346607360.0,6488.0,12337.6,11733.333333333334,11612.375,11917.6
3486,3486,1593346667557.0,25101.0,13620.0,14464.833333333334,13637.75,13626.5
3487,3487,1593346727722.0,4109.0,13295.6,12034.833333333334,12451.25,12210.9
3488,3488,1593346787892.0,8185.0,12306.4,12443.833333333334,12385.375,12139.6
3489,3489,1593346848064.0,19660.0,12708.6,13532.0,12506.75,12745.5
3490,3490,1593346908214.0,3813.0,12173.6,11226.0,12267.0,12255.6
3491,3491,1593346968388.0,19884.0,11130.2,13458.666666666666,13111.125,12375.1
3492,3492,1593347028508.0,5614.0,11431.2,10210.833333333334,11606.75,12363.4
3493,3493,1593347088688.0,13063.0,12406.8,11703.166666666666,12428.625,12356.6
3494,3494,1593347148853.0,9744.0,10423.6,11963.0,10509.0,11566.1
3495,3495,1593347209022.0,13065.0,12274.0,10863.833333333334,11628.5,12223.8
3496,3496,1593347269193.0,8223.0,9941.8,11598.833333333334,11633.25,10536.0
3497,3497,1593347329353.0,17474.0,12313.8,11197.166666666666,11360.0,11872.5
3498,3498,1593347389520.0,6510.0,11003.2,11346.5,11697.125,11705.0
3499,3499,1593347449693.0,14712.0,11996.8,11621.333333333334,11050.625,11210.2
3500,3500,1593347509860.0,7993.0,10982.4,11329.5,11348.0,11628.2
3501,3501,1593347570012.0,18901.0,13118.0,12302.166666666666,12077.75,11529.9
3502,3502,1593347630188.0,4105.0,10444.2,11615.833333333334,11372.875,11379.0
3503,3503,1593347690356.0,18534.0,12849.0,11792.5,12056.5,11926.1
3504,3504,1593347750528.0,4632.0,10833.0,11479.5,11607.625,11414.9
3505,3505,1593347810696.0,13129.0,11860.2,11215.666666666666,11064.5,11421.3
3506,3506,1593347870946.0,9918.0,10063.6,11536.5,11490.5,11590.8
3507,3507,1593347931117.0,15109.0,12264.4,10904.5,11540.125,11354.3
3508,3508,1593347991283.0,18300.0,12217.6,13270.333333333334,12828.5,12533.3
3509,3509,1593348051452.0,6481.0,12587.4,11261.5,11276.0,11710.2
3510,3510,1593348111620.0,6510.0,11263.6,11574.5,11576.625,11561.9
3511,3511,1593348171789.0,12424.0,11764.8,11457.0,10812.875,10914.2
3512,3512,1593348231900.0,9905.0,10724.0,11454.833333333334,11472.0,11494.2
3513,3513,1593348292068.0,32252.0,13514.4,14312.0,13862.375,12866.0
3514,3514,1593348352237.0,11922.0,14602.6,13249.0,14112.875,13595.0
3515,3515,1593348412357.0,29669.0,19234.4,17113.666666666668,15932.875,15249.0
3516,3516,1593348472524.0,26546.0,22058.8,20453.0,16963.625,16911.8
3517,3517,1593348532693.0,21703.0,24418.4,21999.5,18866.375,17571.2
3518,3518,1593348592862.0,11271.0,20222.2,22227.166666666668,19461.5,16868.3
3519,3519,1593348653028.0,14224.0,20682.6,19222.5,19686.5,17642.6
3520,3520,1593348713160.0,6367.0,16022.2,18296.666666666668,19244.25,17628.3
3521,3521,1593348773317.0,16749.0,14062.8,16143.333333333334,17306.375,18060.8
3522,3522,1593348833485.0,6510.0,11024.2,12804.0,16629.875,17721.3
3523,3523,1593348893638.0,14712.0,11712.4,11638.833333333334,14760.25,15967.3
3524,3524,1593348953804.0,8465.0,10560.6,11171.166666666666,12500.125,15621.6
3525,3525,1593349013979.0,15887.0,12464.6,11448.333333333334,11773.125,14243.4
3526,3526,1593349074109.0,5335.0,10181.8,11276.333333333334,11031.125,12122.3
3527,3527,1593349134279.0,14791.0,11838.0,10950.0,11102.0,11431.1
3528,3528,1593349194446.0,8441.0,10583.8,11271.833333333334,11361.25,11148.1
3529,3529,1593349254612.0,13742.0,11639.2,11110.166666666666,10985.375,11099.9
3530,3530,1593349314782.0,9170.0,10295.8,11227.666666666666,11317.875,11380.2
3531,3531,1593349374962.0,14561.0,12141.0,11006.666666666666,11299.0,11161.4
3532,3532,1593349435128.0,7442.0,10671.2,11357.833333333334,11171.125,11254.6
3533,3533,1593349495289.0,15782.0,12139.4,11523.0,11158.0,11361.6
3534,3534,1593349555457.0,6717.0,10734.4,11235.666666666666,11330.75,11186.8
3535,3535,1593349615624.0,14712.0,11842.8,11397.333333333334,11320.875,11069.3
3536,3536,1593349675807.0,8465.0,10623.6,11279.833333333334,11323.875,11382.3
3537,3537,1593349736077.0,14485.0,12032.2,11267.166666666666,11416.75,11351.7
3538,3538,1593349796244.0,6737.0,10223.2,11149.666666666666,11112.625,11181.3
3539,3539,1593349856384.0,17227.0,12325.2,11390.5,11445.875,11529.8
3540,3540,1593349916558.0,7262.0,10835.2,11481.333333333334,11423.375,11339.0
3541,3541,1593349976690.0,12997.0,11741.6,11195.5,11075.25,11182.6
3542,3542,1593350036840.0,9642.0,10773.0,11391.666666666666,11440.875,11402.6
3543,3543,1593350096985.0,14909.0,12407.4,11462.333333333334,11465.5,11315.3
3544,3544,1593350157149.0,7856.0,10533.2,11648.833333333334,11389.375,11429.2
3545,3545,1593350217322.0,16422.0,12365.2,11514.666666666666,11631.5,11600.2
3546,3546,1593350277451.0,16222.0,13010.2,13008.0,12817.125,12375.9
3547,3547,1593350337600.0,17076.0,14497.0,13687.833333333334,12798.25,12635.0
3548,3548,1593350397764.0,9263.0,13367.8,13624.666666666666,13048.375,12887.6
3549,3549,1593350457932.0,15942.0,14985.0,13796.833333333334,13416.5,12759.1
3550,3550,1593350518100.0,6917.0,13084.0,13640.333333333334,13075.875,12724.6
3551,3551,1593350578292.0,14725.0,12784.6,13357.5,13052.875,12897.4
3552,3552,1593350638446.0,8441.0,11057.6,12060.666666666666,13126.0,12777.3
3553,3553,1593350698617.0,13601.0,11925.2,11481.5,12773.375,12646.5
3554,3554,1593350758792.0,9172.0,10571.2,11466.333333333334,11892.125,12778.1
3555,3555,1593350818955.0,13676.0,11923.0,11088.666666666666,11467.125,12503.5
3556,3556,1593350879112.0,6265.0,10231.0,10980.0,11092.375,11507.8
3557,3557,1593350939281.0,17363.0,12015.4,11419.666666666666,11270.0,11536.5
3558,3558,1593350999451.0,6510.0,10597.2,11097.833333333334,11219.125,11261.2
3559,3559,1593351059620.0,18312.0,12425.2,11883.0,11667.5,11498.2
3560,3560,1593351119786.0,10495.0,11789.0,12103.5,11924.25,11856.0
3561,3561,1593351179926.0,14419.0,13419.8,12227.333333333334,12026.5,11825.4
3562,3562,1593351240070.0,6839.0,11315.0,12323.0,11734.875,11665.2
3563,3563,1593351300241.0,14857.0,12984.4,11905.333333333334,11882.5,11790.8
3564,3564,1593351360411.0,8543.0,11030.6,12244.166666666666,12167.25,11727.9
3565,3565,1593351420684.0,13480.0,11627.6,11438.833333333334,11681.875,11708.3
3566,3566,1593351480823.0,11123.0,10968.4,11543.5,12258.5,12194.1
3567,3567,1593351540995.0,14693.0,12539.2,11589.166666666666,11806.125,11927.1
3568,3568,1593351601183.0,7544.0,11076.6,11706.666666666666,11437.25,12030.5
3569,3569,1593351661352.0,15572.0,12482.4,11825.833333333334,11581.375,11756.5
3570,3570,1593351721520.0,6510.0,11088.4,11487.0,11540.25,11358.0
3571,3571,1593351781688.0,15270.0,11917.8,11785.333333333334,11591.875,11443.1
3572,3572,1593351841863.0,8289.0,10637.0,11313.0,11560.125,11588.1
3573,3573,1593351902080.0,28452.0,14818.6,13606.166666666666,13431.625,12947.6
3574,3574,1593351962233.0,17673.0,15238.8,15294.333333333334,14250.375,13860.6
3575,3575,1593352022400.0,29758.0,19888.4,17658.666666666668,16133.5,15488.4
3576,3576,1593352082580.0,23900.0,21614.4,20557.0,18178.0,16766.1
3577,3577,1593352142748.0,19408.0,23838.2,21246.666666666668,18657.5,17237.6
3578,3578,1593352202916.0,11501.0,20448.0,21782.0,19281.375,17633.3
3579,3579,1593352263072.0,14825.0,19878.4,19510.833333333332,19225.75,17558.6
3580,3580,1593352323488.0,8794.0,15685.6,18031.0,19288.875,17787.0
3581,3581,1593352383711.0,15830.0,14071.6,15709.666666666666,17711.125,17843.0
3582,3582,1593352443901.0,6510.0,11492.0,12811.333333333334,16315.75,17665.1
3583,3583,1593352504426.0,14778.0,12147.4,12039.666666666666,14443.25,16297.7
3584,3584,1593352564586.0,9654.0,11113.2,11731.833333333334,12662.5,15495.8
